row_index,rank,feature,contribution,observed_value
337,3,f_549,-1.3456254283709135e-10,4.8467
337,4,f_080,-6.55554054406666e-11,0.072
337,5,f_121,-6.48764528259407e-11,15.46
1249,1,f_511,0.2754790254812183,933.3333
1249,2,f_060,0.10699805738945722,364.2818
1249,3,f_129,0.08401603971790783,1.419
1249,4,f_086,0.0800387155889678,2.4498
1249,5,f_126,0.07232623696515805,3.063
629,1,f_548,-0.0011202506028321038,81.052
629,2,f_059,-0.0007603200869996962,-5.0027
629,3,f_022,-0.0005892431140482716,3194.0
629,4,f_018,-0.0005802437238932601,194.124
629,5,f_027,-0.0005509806524687946,5.0385
1397,1,f_205,0.0004978367498089664,111.43
1397,2,f_201,0.0004823730684329064,58.46
1397,3,f_341,0.00010727751097339144,31.8827
1397,4,f_198,8.150928370498356e-05,8.206
1397,5,f_470,7.522201995002753e-05,80.6768
748,1,f_132,-0.5512607759800152,2.4201
748,2,f_563,-0.1474929981825443,0.7738
748,3,f_488,-0.11950278918396803,915.5361
748,4,f_123,-0.11195706755489945,15.56
748,5,f_121,-0.08104926217107411,15.59
1274,1,f_577,-0.0008401365203201225,67.3679
1274,2,f_573,-0.0003033376012546654,1.2571
1274,3,f_575,-0.00010922888002818309,0.3315
1274,4,f_169,-5.8438765330087904e-05,0.762
1274,5,f_017,-5.3653422878456315e-05,0.9608
1106,1,f_577,-0.005202227255491405,54.8262
1106,2,f_129,-0.0028569901077156326,-3.072
1106,3,f_573,-0.0028042896295490945,1.1022
1106,4,f_078,-0.0020283993606995776,0.0636
1106,5,f_575,-0.002017086284145069,0.3632
691,1,f_563,-0.4829239799488222,0.8867
691,2,f_548,-0.4048185771972772,82.098
691,3,f_132,-0.3123948271349325,2.3604
691,4,f_448,-0.28331188930925466,0.7468
691,5,f_511,0.28325138928279286,980.0
1537,1,f_061,-2.1278515842052412e-07,9.6991
1537,2,f_018,-1.9300317482863033e-07,195.2844
1537,3,f_086,-1.8662919943626726e-07,2.3551
1537,4,f_091,-1.6455340105616588e-07,-0.2077
1537,5,f_027,-1.1673317983140265e-07,5.1295
20,1,f_037,-2.801433271566951e-06,65.0894
20,2,f_548,-1.5573339083396052e-06,79.676
20,3,f_305,-1.3869392233699013e-06,0.3497
20,4,f_061,-1.0138939828640707e-06,9.9405
20,5,f_064,-8.011439988835824e-07,16.03
496,1,f_548,-0.00014280344007714077,81.87
496,2,f_305,-9.734803623772197e-05,0.3688
496,3,f_075,-6.540443674524519e-05,-0.0453
496,4,f_027,-5.491885166493169e-05,5.0678
496,5,f_025,-4.914962919107509e-05,0.9778
325,1,f_548,-0.35057836068697956,81.274
325,2,f_480,-0.3276970408386788,150.5723
325,3,f_086,-0.28785125825571967,2.3541
325,4,f_011,-0.15910998321253159,0.9481
325,5,f_080,0.1535312706862912,-0.0995
1099,1,f_132,-5.030924811058802e-05,2.4196
1099,2,f_305,-1.469121806749221e-05,0.399
1099,3,f_129,-1.2657434128022543e-05,-2.505
1099,4,f_024,-1.1086667381174987e-05,10981.5
1099,5,f_103,-8.698760034764119e-06,-0.0156
502,1,f_162,-0.0028270763527632565,27854.0
502,2,f_448,-0.0015817634091898802,0.855
502,3,f_177,-0.00148442672606477,1.014
502,4,f_312,-0.0012352928214782201,0.423
502,5,f_059,-0.0008578409841943676,-3.9436
611,1,f_145,-1.641230812842872e-06,0.1701
611,2,f_563,-1.5386234606562095e-06,0.8343
611,3,f_061,-8.044877300114231e-07,9.7847
611,4,f_280,-6.514781131554544e-07,0.0441
611,5,f_566,-6.047164347335132e-07,4.4096
79,1,f_075,-4.2834205640577595e-05,-0.1049
79,2,f_548,-1.4053878048819035e-05,82.298
79,3,f_017,-1.0557465415857056e-05,0.9555
79,4,f_080,-1.0546521275209504e-05,0.0923
79,5,f_305,-5.891939011140425e-06,0.3493
582,1,f_562,-0.19523315342031053,311.404
582,2,f_017,-0.010258858367883218,0.9502
582,3,f_011,-0.005237782298139668,0.932
582,4,f_161,-0.0019383170465423441,9130.0
582,5,f_124,-0.0016968674720455451,15.97
1466,1,f_577,-1.6385979207385207e-09,67.4386
1466,2,f_573,-5.17980597502329e-10,1.2113
1466,3,f_563,-3.4738260445787324e-10,0.8643
1466,4,f_575,-2.0040099464233123e-10,0.3247
1466,5,f_103,-9.731015771317142e-11,-0.0141
776,1,f_553,-0.0002558253449002492,11.0219
776,2,f_018,-0.0001868911586853033,192.9337
776,3,f_139,-0.00017904160729156514,917.098
776,4,f_301,-0.00016496345715242915,0.5525
776,5,f_060,-0.0001642937061157862,348.1045
518,1,f_126,0.5552075867642425,3.955
518,2,f_349,0.5160612917747173,0.0918
518,3,f_059,0.481746650793593,13.3709
518,4,f_211,0.4668563734247224,0.2225
518,5,f_500,0.4377941793664246,950.0
818,1,f_563,-0.00018817269637166022,0.8533
818,2,f_082,-0.00015193780023810234,0.115
818,3,f_139,-5.937901530413786e-05,1133.1041
818,4,f_027,-5.838866597664303e-05,5.0388
818,5,f_132,-5.76239213679437e-05,2.349
954,1,f_129,-3.1815691735922772e-06,-3.025
954,2,f_086,-2.4229304415734615e-06,2.3336
954,3,f_548,-1.448759854196653e-06,80.556
954,4,f_078,-1.2857505848128454e-06,0.0433
954,5,f_305,-1.2733947845635428e-06,0.3627
947,1,f_129,-0.000492592537834557,-3.732
947,2,f_145,-0.0001784625155889891,0.1631
947,3,f_078,-0.0001393280078817474,0.0497
947,4,f_127,-9.033980555606452e-05,0.9472
947,5,f_116,-6.992544086345122e-05,0.9604
658,1,f_061,-0.008644657147365096,9.5577
658,2,f_448,-0.005853692712463478,0.8121
658,3,f_216,-0.005780636318983972,0.0348
658,4,f_177,-0.005505570756356897,0.963
658,5,f_312,-0.004794433932676548,0.408
939,1,f_129,-1.1236197405754065e-05,-3.025
939,2,f_078,-7.503683482280421e-06,0.0601
939,3,f_548,-4.363775702997636e-06,80.02
939,4,f_127,-3.7033414063417323e-06,0.9527
939,5,f_126,-3.4018333616444273e-06,2.393
855,1,f_082,-0.00032994163478861077,0.1048
855,2,f_064,-0.00017665700897525705,14.4891
855,3,f_499,-0.00014471033195305496,958.8235
855,4,f_216,-0.00013115489839381447,0.0509
855,5,f_045,-0.0001248526950629612,121.75
1360,1,f_162,-0.028063240397738533,18051.0
1360,2,f_056,-0.026097784203507994,0.9168
1360,3,f_488,-0.021870523291564907,925.6484
1360,4,f_059,-0.01878283063732448,-3.54
1360,5,f_542,-0.015130287384906523,0.1149
178,1,f_145,-0.5113452467425544,0.2449
178,2,f_059,-0.5093171804310056,-13.3573
178,3,f_064,0.3656412886093317,33.3573
178,4,f_280,-0.33030637539985297,0.0533
178,5,f_305,-0.2947445391884631,0.3588
1129,1,f_563,-0.2396904131459268,0.9074
1129,2,f_132,-0.17495053395220758,2.3867
1129,3,f_024,-0.17402726142897337,14106.0
1129,4,f_129,-0.13798335333309833,-2.647
1129,5,f_086,-0.06423976015851535,2.3611
1150,1,f_129,-0.41128930459962765,-3.072
1150,2,f_103,-0.1968755279893699,-0.0148
1150,3,f_078,-0.19343495506510613,0.0372
1150,4,f_086,-0.16503214740642805,2.3649
1150,5,f_093,-0.16386701152002783,0.0104
1333,1,f_296,-0.18694489558012414,7866.9323
1333,2,f_161,-0.17681854520876586,13852.0
1333,3,f_216,-0.17651103495786638,0.0321
1333,4,f_064,-0.14691386944557594,13.7364
1333,5,f_091,-0.13438982297604696,-0.2025
457,1,f_059,0.999996537363872,168.1455
457,2,f_205,5.166979198600874e-05,320.05
457,3,f_341,1.0829883688723285e-06,97.7089
457,4,f_477,1.045114269460079e-06,289.8264
457,5,f_068,2.619614382082247e-07,110.4282
1375,1,f_562,-0.00040568256767131006,286.65
1375,2,f_216,-0.0001626704701880175,0.0235
1375,3,f_363,-8.477207710773622e-05,750.8291
1375,4,f_566,-5.674193393498857e-05,4.0891
1375,5,f_563,-5.5750724951318675e-05,0.7414
1070,1,f_078,-0.2496765285132747,0.0696
1070,2,f_129,-0.20607749936174036,-2.553
1070,3,f_056,-0.09871498370948,0.9178
1070,4,f_064,-0.08631140320612264,15.1209
1070,5,f_542,-0.07836352860782282,0.1156
141,1,f_059,-0.0006423587732157553,-17.9336
141,2,f_563,-0.00016810864879903434,0.9272
141,3,f_027,-2.4574282250301126e-05,5.0425
141,4,f_025,-2.174057763183805e-05,0.9765
141,5,f_068,-2.1050272160747962e-05,153.1991
1268,1,f_417,-7.730497308576805e-06,22.8065
1268,2,f_216,-6.728309330699922e-06,0.0273
1268,3,f_144,-4.2773776496692454e-06,0.3451
1268,4,f_162,-3.6825128044287196e-06,16595.0
1268,5,f_169,-2.9926085747565795e-06,0.713
1344,1,f_216,-0.09781752331244038,0.0368
1344,2,f_169,-0.09285020265781356,0.798
1344,3,f_440,-0.08841234163229737,24.1704
1344,4,f_311,-0.0687727035672967,0.1665
1344,5,f_453,-0.047518581033614324,9.4935
1396,1,f_091,-0.4270657780067628,-0.3216
1396,2,f_078,-0.4129055960923369,0.063
1396,3,f_056,-0.26976167833591713,0.9168
1396,4,f_027,-0.23099316571619655,5.0868
1396,5,f_491,0.21092366807889298,6.2733
932,1,f_035,-6.425765504335321e-06,94.2641
932,2,f_129,-2.9428253954051184e-06,-3.025
932,3,f_078,-2.3627164740291753e-06,0.0667
932,4,f_162,-2.0199600920306344e-06,25350.0
932,5,f_308,-1.1828352172771558e-06,0.117
1036,1,f_078,-0.47403820276619546,0.0786
1036,2,f_305,-0.38196411190812185,0.3862
1036,3,f_060,-0.26206862938888187,344.9109
1036,4,f_542,-0.2526726006382177,0.1166
1036,5,f_511,0.24346158335654128,690.9091
1366,1,f_116,-0.003017746444721696,0.9624
1366,2,f_078,-0.0027820980974708302,0.0241
1366,3,f_028,-0.002136569990324859,75.5778
1366,4,f_103,-0.002023159349866706,-0.0128
1366,5,f_014,-0.0017296193522058187,11.8035
865,1,f_078,-0.00040930860652699827,0.0395
865,2,f_086,-0.00039858512904925156,2.3581
865,3,f_127,-0.00038475870732962946,0.9561
865,4,f_122,-0.00029983922338313663,6.101
865,5,f_080,-0.00024892722218287065,0.0494
1479,1,f_563,-1.3651716163934957e-05,0.8996
1479,2,f_216,-3.530466161195912e-06,0.0395
1479,3,f_014,-3.4329830660151926e-06,14.4799
1479,4,f_542,-3.0301287433782906e-06,0.1169
1479,5,f_121,-2.81370214233604e-06,15.51
1271,1,f_078,-0.004398563239491008,0.1245
1271,2,f_216,-0.000550737097807629,0.0333
1271,3,f_059,-0.0005267192295930205,-5.55
1271,4,f_169,-0.00042139461007369323,0.78
1271,5,f_124,-0.0003965978213320454,16.07
579,1,f_563,-0.0820504860441395,0.8398
579,2,f_448,-0.05456789742897851,0.846
579,3,f_177,-0.05161508793672885,1.005
579,4,f_312,-0.04295944244374045,0.4175
579,5,f_216,-0.0242895468604838,0.0528
524,1,f_577,-0.0004230778641082487,55.411
524,2,f_573,-0.0002633125217657065,1.1669
524,3,f_563,-0.00019481550195351511,0.8617
524,4,f_575,-0.00015268562487646235,0.3595
524,5,f_548,-9.161940541532401e-05,80.338
793,1,f_078,-0.02552579607814738,0.0384
793,2,f_127,-0.024399118419165797,0.9524
793,3,f_132,-0.018267024173270474,2.3481
793,4,f_499,-0.0150135843284005,850.6329
793,5,f_022,-0.0148008221144527,3091.0
862,1,f_078,-2.275870193214678e-06,0.06
862,2,f_126,-1.3139995092465398e-06,2.34
862,3,f_301,-1.2866057337823751e-06,0.3122
862,4,f_127,-1.2621158467229433e-06,0.9732
862,5,f_415,-1.1222862847843136e-06,11.9857
978,1,f_129,-0.001521402034077874,-3.591
978,2,f_078,-0.0009003816053361804,0.0719
978,3,f_562,-0.0004996001989977563,278.088
978,4,f_059,-0.00027577595014676755,-4.2327
978,5,f_127,-0.0002475893918940798,0.9086
635,1,f_548,-0.02695790539692928,81.99
635,2,f_354,-0.014038791820442773,0.1164
635,3,f_480,-0.01301365700165664,133.6898
635,4,f_305,-0.01287421796775068,0.351
635,5,f_124,-0.009350314445677287,16.02
912,1,f_086,0.35788536719427183,2.4687
912,2,f_132,0.3415295771196701,2.2588
912,3,f_301,0.2665234657551255,1.3238
912,4,f_078,-0.26438979748048763,0.0527
912,5,f_168,0.22095535615422007,0.224
750,1,f_132,-0.14253871731398537,2.4214
750,2,f_056,-0.08878674980260137,0.9001
750,3,f_045,-0.03262378416345872,110.3945
750,4,f_064,-0.017650115753783863,14.5036
750,5,f_068,-0.015544423628644716,153.7818
1441,1,f_056,-0.0007977510771543185,0.8766
1441,2,f_058,-0.0001860631659232526,4.2229
1441,3,f_562,-6.972306974274916e-05,282.78
1441,4,f_303,-2.5185709365338683e-05,0.0789
1441,5,f_059,-2.096301377060569e-05,-4.25
1309,1,f_060,-0.018460988548502907,345.7509
1309,2,f_562,-0.015139971568782103,272.278
1309,3,f_542,-0.014917670791484261,0.1153
1309,4,f_454,-0.014855884026290147,14.8629
1309,5,f_553,-0.012814073159047708,10.3554
306,1,f_132,-0.019836049934113135,2.3715
306,2,f_017,-0.012223756459665735,0.9589
306,3,f_548,-0.011249308949673815,79.528
306,4,f_071,-0.008375217471634274,45.4692
306,5,f_104,-0.005684941725013432,0.0014
1531,1,f_068,-0.005547485665767264,155.2618
1531,2,f_169,-0.004775501965997986,0.769
1531,3,f_440,-0.004539712393226777,23.2678
1531,4,f_120,-0.004187853023906455,6.4947
1531,5,f_542,-0.003835565069805076,0.1162
769,1,f_132,-0.00022031603738469896,2.4201
769,2,f_161,-0.00010735601499363485,20802.0
769,3,f_296,-6.859409283238525e-05,9780.745
769,4,f_086,-6.226040288945759e-05,2.3347
769,5,f_548,-5.8500418212756213e-05,82.068
1305,1,f_139,-0.0027428292155579946,1533.777
1305,2,f_547,-0.001931222744200347,383.352
1305,3,f_124,-0.0016120221340652253,16.07
1305,4,f_162,-0.0014091224202475322,15993.0
1305,5,f_216,-0.0011190786620207428,0.051
1283,1,f_500,0.3666656269453942,697.9424
1283,2,f_491,0.2868465956211755,5.4358
1283,3,f_104,0.27021077327235493,-0.0021
1283,4,f_490,0.2617244209347984,103.1834
1283,5,f_120,0.24157899780756864,6.1375
326,1,f_068,-0.011642406249764918,157.0809
326,2,f_480,-0.009665856940495113,146.5435
326,3,f_027,-0.0051396510369750865,5.1517
326,4,f_082,-0.004820085768129454,0.0654
326,5,f_025,-0.004727268190897152,0.9845
458,1,f_120,-0.00018063892827158165,6.7997
458,2,f_548,-3.3809292642132696e-05,80.348
458,3,f_068,-2.1885948014125756e-05,154.0873
458,4,f_499,-1.9462499215703665e-05,974.7692
458,5,f_080,-1.777073176895799e-05,0.0508
9,1,f_027,-0.02117642966096661,3.0995
9,2,f_480,-0.018977427466092923,167.7256
9,3,f_037,-0.016929112184310934,65.0665
9,4,f_064,-0.015790113144765434,11.6882
9,5,f_061,-0.012374166685125563,9.6675
615,1,f_448,-4.250634063175976e-06,0.8462
615,2,f_177,-3.984756852874751e-06,1.003
615,3,f_312,-3.5159548014133315e-06,0.4283
615,4,f_086,-2.778943047988522e-06,2.3619
615,5,f_025,-1.989771399060639e-06,0.9857
1208,1,f_301,0.06863250359756778,1.5108
1208,2,f_071,0.06543662365122704,190.1166
1208,3,f_086,0.05260123524351534,2.4599
1208,4,f_423,0.042771340723665174,151.9994
1208,5,f_432,0.03374690275910863,364.342
936,1,f_577,-5.000396187454545e-07,96.9601
936,2,f_573,-3.1486085291844685e-07,2.1967
936,3,f_575,-4.751287951688902e-08,0.5502
936,4,f_129,-2.4662428478823593e-08,-3.496
936,5,f_078,-6.9485003660010515e-09,0.0437
1350,1,f_161,-1.9212434105587474e-05,22504.0
1350,2,f_296,-8.665182094492296e-06,9328.6921
1350,3,f_216,-8.639911134265698e-06,0.0181
1350,4,f_078,-2.95951358739082e-06,0.0289
1350,5,f_542,-2.751801592882449e-06,0.1158
1222,1,f_024,-9.680118210064051e-05,13880.0
1222,2,f_216,-4.6206847569617244e-05,0.0327
1222,3,f_124,-3.25738497270452e-05,16.07
1222,4,f_499,-2.587729005602984e-05,979.0614
1222,5,f_142,-2.335144724462306e-05,10.99
1218,1,f_132,0.5158210243117638,2.2247
1218,2,f_511,0.4137691336300572,800.0
1218,3,f_485,0.3402580979878584,956.4246
1218,4,f_047,0.20869601160711704,0.9338
1218,5,f_103,0.2059783870055114,-0.0056
1197,1,f_417,-1.8210636206061452e-07,28.9367
1197,2,f_563,-1.775425349443858e-07,0.8941
1197,3,f_144,-9.039019939929272e-08,0.4434
1197,4,f_161,-7.891122959804763e-08,15204.0
1197,5,f_129,-6.457857054107378e-08,-2.128
5,1,f_059,0.025712902995080666,28.2955
5,2,f_491,0.0008978857898362946,8.2199
5,3,f_511,0.0003732666111110339,622.2222
5,4,f_357,0.0003323551190580476,0.0036
5,5,f_485,0.00031934021205282104,826.936
307,1,f_059,-0.0310889500309929,-7.8309
307,2,f_132,-0.024878052505806013,2.3715
307,3,f_216,-0.022969142406445958,0.0266
307,4,f_305,-0.014648359050183128,0.355
307,5,f_086,-0.01079851429064118,2.3666
336,1,f_548,-0.003034554970667794,80.88
336,2,f_017,-0.0029430995951242695,0.9566
336,3,f_563,-0.002047160210746118,0.7756
336,4,f_045,-0.0015406810474614023,119.7
336,5,f_566,-0.001283899238322314,4.0885
1052,1,f_132,-0.0007930032777927334,2.4023
1052,2,f_129,-0.00054967834976156,-3.119
1052,3,f_024,-0.00021295552409361656,9331.3333
1052,4,f_542,-0.0002087456221645377,0.1184
1052,5,f_484,-0.00017556296640282662,923.1504
1357,1,f_059,-0.0017808913568705333,-4.8609
1357,2,f_311,-0.00177423099123238,0.1784
1357,3,f_086,-0.0017381060440619,2.3593
1357,4,f_120,-0.0012983987090540907,6.4832
1357,5,f_499,-0.0012253740757587955,944.8819
1364,1,f_078,-0.6266599871342157,0.122
1364,2,f_562,-0.27585065731526703,279.47
1364,3,f_139,-0.24805590066489352,1533.777
1364,4,f_566,-0.10765458809446889,3.9494
1364,5,f_162,-0.09981753129672179,12333.0
1382,1,f_562,-1.3080761891144245e-05,283.92
1382,2,f_216,-5.929638166388575e-06,0.0296
1382,3,f_563,-3.5747504297833146e-06,0.7663
1382,4,f_415,-2.593773958261381e-06,10.6435
1382,5,f_363,-2.3695340632157464e-06,636.4754
1245,1,f_129,-0.006759071905131803,-2.033
1245,2,f_020,-0.004909875206626255,1.3756
1245,3,f_363,-0.004069571690667792,694.5231
1245,4,f_488,-0.003856824014173958,890.9561
1245,5,f_415,-0.003834832022546971,10.9409
640,1,f_214,-2.574444855910138e-06,0.6313
640,2,f_352,-3.91456111052917e-09,0.133
640,3,f_018,-7.025288189017774e-11,195.3092
640,4,f_480,-4.5949566050138857e-11,126.3962
640,5,f_216,-4.273434068373329e-11,0.0482
1390,1,f_563,-0.07134183623382263,0.9268
1390,2,f_562,-0.01638563170422662,276.002
1390,3,f_056,-0.013092952197490586,0.9172
1390,4,f_058,-0.007632144037756024,4.4868
1390,5,f_086,-0.007332828181746517,2.3762
576,1,f_438,-0.6550569187822637,444.7059
576,2,f_166,-0.48382261123165693,21.1
576,3,f_303,-0.46190611183250685,0.1071
576,4,f_548,-0.38244639243731837,81.576
576,5,f_167,-0.3498525047053419,8.4
1295,1,f_061,-0.00014952446622456037,9.9142
1295,2,f_059,-0.0001453559351705344,-3.7073
1295,3,f_214,-0.0001417461393966293,0.1204
1295,4,f_162,-0.00013998663173027046,14537.0
1295,5,f_028,-0.0001095652845665321,76.2333
550,1,f_103,-0.0976546452641081,-0.0174
550,2,f_366,-0.0798200113416593,0.0125
550,3,f_415,-0.058593985643054555,13.0808
550,4,f_142,-0.0448770005536545,12.33
550,5,f_139,-0.04347839419671756,1245.613
372,1,f_064,-0.003406264542291066,13.7545
372,2,f_027,-0.0022968065349133673,5.122
372,3,f_025,-0.0021697278644488083,0.9748
372,4,f_116,-0.002035639307070112,0.963
372,5,f_022,-0.001859407174684956,3089.5
1499,1,f_014,-0.021692843426326765,18.0388
1499,2,f_169,-0.02027179413376125,0.994
1499,3,f_440,-0.02009327134710639,30.8238
1499,4,f_139,-0.008331582183536718,1258.052
1499,5,f_499,-0.005105010386806646,857.8723
231,1,f_132,-0.00021726139646456745,2.3834
231,2,f_563,-0.00021700798703637648,0.858
231,3,f_553,-5.0030670256793955e-05,10.6759
231,4,f_499,-4.673839743424798e-05,814.5455
231,5,f_301,-4.1832369044253986e-05,0.5286
672,1,f_291,-7.457971463403173e-08,0.6915
672,2,f_020,-9.990006458756104e-09,1.1797
672,3,f_573,-1.8571103727206285e-11,1.138
672,4,f_575,-1.4585564521073867e-11,0.3883
672,5,f_577,-1.1997814551400757e-11,41.5401
1474,1,f_162,-0.0012391374650626728,24464.0
1474,2,f_014,-0.0006149028630474762,14.2568
1474,3,f_061,-0.0005131107479350945,9.8927
1474,4,f_121,-0.00045179160698279286,15.54
1474,5,f_123,-0.0004150167016715879,15.58
331,1,f_214,-6.328913271895137e-05,0.2091
331,2,f_086,-4.956910574866522e-05,2.3035
331,3,f_352,-1.402088412029248e-05,0.0542
331,4,f_100,-7.2367486999382536e-06,-0.0007
331,5,f_064,-6.308633721562353e-06,15.3673
1073,1,f_161,-8.351599461603657e-05,19581.0
1073,2,f_296,-4.8677392115699836e-05,8780.5516
1073,3,f_129,-4.8351569786905265e-05,-2.458
1073,4,f_216,-3.2387787759746554e-05,0.0345
1073,5,f_103,-2.03580450788688e-05,-0.0141
1525,1,f_305,-0.0028580348262761935,0.475
1525,2,f_039,-0.000510590560794231,126.0786
1525,3,f_177,-0.00036650948939975466,0.871
1525,4,f_035,-0.00036040211338248646,76.1632
1525,5,f_448,-0.00033267189805106926,0.6908
753,1,f_132,-2.3280432891359485e-05,2.4214
753,2,f_573,-9.721709130189115e-06,1.138
753,3,f_575,-7.63535187232037e-06,0.3883
753,4,f_577,-6.2807071857222396e-06,41.5401
753,5,f_454,-2.2913420963791927e-06,16.3495
715,1,f_086,-0.00211016521639199,2.2735
715,2,f_563,-0.0003776886794455839,0.836
715,3,f_132,-0.00023704007140773942,2.3625
715,4,f_161,-0.00021572020259104998,13002.0
715,5,f_296,-0.00015528073997874504,6089.4184
1226,1,f_169,-0.005856050520886571,0.92
1226,2,f_216,-0.004932829454298683,0.0284
1226,3,f_440,-0.0042748784307690985,26.0607
1226,4,f_162,-0.003384873502271659,18348.0
1226,5,f_146,-0.001572900863563607,0.1407
930,1,f_129,-0.0008786822321438767,-3.025
930,2,f_078,-0.0006072109277359966,0.0613
930,3,f_127,-0.0002897736603829054,0.9527
930,4,f_126,-0.0002661878988738873,2.393
930,5,f_122,-0.00022399130520935076,6.063
1058,1,f_132,-2.9183882287944348e-09,2.4253
1058,2,f_104,-1.9471185923795305e-09,0.005
1058,3,f_129,-1.742989090583975e-09,-3.779
1058,4,f_086,-1.0913382584029177e-09,2.3198
1058,5,f_078,-1.077657417636763e-09,0.079
238,1,f_018,-0.006711417115351541,197.8428
238,2,f_017,-0.005479789214458239,0.9537
238,3,f_132,-0.003953969701943755,2.366
238,4,f_305,-0.0034823849292244446,0.3668
238,5,f_027,-0.0019864315704895153,5.1052
1272,1,f_132,0.04863883926582713,2.1995
1272,2,f_511,0.018605886579763364,886.4865
1272,3,f_047,0.005354266012449371,0.9205
1272,4,f_121,0.004645054028434847,16.07
1272,5,f_100,0.004335700396891795,0.0007
442,1,f_548,-5.419952532608754e-05,82.062
442,2,f_132,-4.9715581460594125e-05,2.3735
442,3,f_059,-4.9521731352090944e-05,-7.1564
442,4,f_027,-1.921548534923108e-05,5.1095
442,5,f_025,-1.849086615693629e-05,0.9692
424,1,f_086,-0.38244931122301407,2.3347
424,2,f_132,-0.30952937425717525,2.3672
424,3,f_162,-0.2893647526122483,21016.0
424,4,f_059,-0.27881915095938237,-5.7182
424,5,f_100,-0.2600531638754262,-0.0009
1493,1,f_056,-0.7085600631431435,0.8755
1493,2,f_058,-0.3573500987277817,4.2234
1493,3,f_216,-0.07822013049214568,0.0372
1493,4,f_214,-0.0729787090525135,0.1332
1493,5,f_121,-0.05850459537317928,15.51
1282,1,f_162,-0.12471984035531153,35503.0
1282,2,f_120,-0.05469219559229378,6.6045
1282,3,f_124,-0.030253721647280706,16.09
1282,4,f_129,-0.029854999837638937,-1.83
1282,5,f_058,-0.020051640757395454,4.4676
